date,pr_count
2019-07-22,8008
2019-07-23,8013
2019-07-24,8022
2019-07-25,8029
2019-07-26,8036
2019-07-27,8039
2019-07-28,8043
2019-07-29,8054
2019-07-30,8067
2019-07-31,8072
2019-08-01,8083
2019-08-02,8091
2019-08-03,8092
2019-08-04,8093
2019-08-05,8094
2019-08-06,8098
2019-08-07,8108
2019-08-08,8115
2019-08-09,8123
2019-08-10,8125
2019-08-11,8127
2019-08-12,8132
2019-08-13,8141
2019-08-14,8152
2019-08-15,8153
2019-08-16,8156
2019-08-17,8160
2019-08-18,8165
2019-08-19,8169
2019-08-20,8178
2019-08-21,8184
2019-08-22,8195
2019-08-23,8199
2019-08-24,8249
2019-08-25,8253
2019-08-26,8256
2019-08-27,8261
2019-08-28,8264
2019-08-29,8270
2019-08-30,8276
2019-08-31,8277
2019-09-01,8280
2019-09-02,8284
2019-09-03,8288
2019-09-04,8292
2019-09-05,8298
2019-09-06,8318
2019-09-07,8320
2019-09-08,8323
2019-09-09,8331
2019-09-10,8336
2019-09-11,8340
2019-09-12,8347
2019-09-13,8352
2019-09-14,8355
2019-09-15,8359
2019-09-16,8363
2019-09-17,8368
2019-09-18,8374
2019-09-19,8384
2019-09-20,8393
2019-09-21,8399
2019-09-22,8400
2019-09-23,8411
2019-09-24,8418
2019-09-25,8423
2019-09-26,8429
2019-09-27,8434
2019-09-28,8437
2019-09-30,8438
2019-10-01,8442
2019-10-02,8445
2019-10-04,8451
2019-10-05,8453
2019-10-06,8455
2019-10-07,8459
2019-10-08,8466
2019-10-09,8472
2019-10-10,8478
2019-10-11,8483
2019-10-12,8523
2019-10-13,8534
2019-10-14,8539
2019-10-15,8546
2019-10-16,8554
2019-10-17,8560
2019-10-18,8568
2019-10-19,8572
2019-10-20,8574
2019-10-21,8590
2019-10-22,8599
2019-10-23,8607
2019-10-24,8613
2019-10-25,8619
2019-10-26,8621
2019-10-28,8632
2019-10-29,8642
2019-10-30,8648
2019-10-31,8656
2019-11-01,8668
2019-11-02,8744
2019-11-03,8751
2019-11-04,8753
2019-11-05,8760
2019-11-06,8765
2019-11-07,8774
2019-11-08,8780
2019-11-09,8784
2019-11-10,8787
2019-11-11,8791
2019-11-12,8795
2019-11-13,8801
2019-11-14,8804
2019-11-15,8812
2019-11-16,8813
2019-11-17,8814
2019-11-18,8820
2019-11-19,8826
2019-11-20,8840
2019-11-21,8848
2019-11-22,8853
2019-11-23,8855
2019-11-24,8856
2019-11-25,8860
2019-11-26,8862
2019-11-27,8863
2019-11-28,8871
2019-11-30,8874
2019-12-01,8875
2019-12-02,8882
2019-12-03,8888
2019-12-04,8903
2019-12-05,8909
2019-12-06,8912
2019-12-07,8914
2019-12-08,8919
2019-12-09,8928
2019-12-10,8932
2019-12-11,8936
2019-12-12,8940
2019-12-13,8943
2019-12-14,8949
2019-12-16,8953
2019-12-17,8958
2019-12-18,8961
2019-12-19,8972
2019-12-20,8980
2019-12-21,8983
2019-12-22,8987
2019-12-23,8994
2019-12-24,9002
2019-12-25,9005
2019-12-26,9008
2019-12-27,9009
2019-12-28,9014
2019-12-29,9015
2019-12-30,9019
2019-12-31,9024
2020-01-02,9030
2020-01-03,9035
2020-01-04,9037
2020-01-06,9038
2020-01-07,9044
2020-01-08,9053
2020-01-09,9067
2020-01-10,9072
2020-01-11,9075
2020-01-12,9078
2020-01-13,9088
2020-01-14,9090
2020-01-15,9095
2020-01-16,9096
2020-01-17,9101
2020-01-18,9102
2020-01-20,9105
2020-01-21,9115
2020-01-22,9117
2020-01-23,9124
2020-01-24,9129
2020-01-25,9166
2020-01-26,9169
2020-01-27,9173
2020-01-28,9188
2020-01-29,9215
2020-01-30,9237
2020-01-31,9256
2020-02-01,9260
2020-02-02,9264
2020-02-03,9270
2020-02-04,9273
2020-02-05,9277
2020-02-06,9282
2020-02-07,9285
2020-02-08,9291
2020-02-09,9293
2020-02-10,9295
2020-02-11,9299
2020-02-12,9300
2020-02-13,9303
2020-02-14,9304
2020-02-15,9305
2020-02-16,9308
2020-02-17,9317
2020-02-18,9321
2020-02-19,9326
2020-02-20,9333
2020-02-21,9341
2020-02-23,9345
2020-02-24,9348
2020-02-25,9352
2020-02-26,9355
2020-02-27,9361
2020-02-28,9371
2020-02-29,9374
2020-03-01,9377
2020-03-02,9386
2020-03-03,9393
2020-03-04,9399
2020-03-05,9401
2020-03-06,9403
2020-03-07,9404
2020-03-08,9405
2020-03-10,9409
2020-03-11,9417
2020-03-12,9422
2020-03-13,9423
2020-03-14,9427
2020-03-15,9428
2020-03-16,9433
2020-03-17,9437
2020-03-18,9440
2020-03-19,9445
2020-03-20,9450
2020-03-21,9456
2020-03-22,9459
2020-03-23,9463
2020-03-24,9465
2020-03-25,9472
2020-03-26,9473
2020-03-27,9479
2020-03-28,9487
2020-03-29,9491
2020-03-30,9494
2020-03-31,9497
2020-04-01,9504
2020-04-02,9508
2020-04-03,9510
2020-04-04,9515
2020-04-05,9519
2020-04-06,9524
2020-04-07,9532
2020-04-08,9533
2020-04-09,9537
2020-04-10,9547
2020-04-11,9549
2020-04-12,9555
2020-04-13,9558
2020-04-14,9563
2020-04-15,9571
2020-04-16,9573
2020-04-17,9580
2020-04-18,9583
2020-04-19,9585
2020-04-20,9594
2020-04-21,9601
2020-04-22,9617
2020-04-23,9624
2020-04-24,9632
2020-04-25,9635
2020-04-26,9647
2020-04-27,9651
2020-04-28,9658
2020-04-29,9662
2020-04-30,9670
2020-05-01,9674
2020-05-02,9679
2020-05-03,9685
2020-05-04,9688
2020-05-05,9695
2020-05-06,9701
2020-05-07,9710
2020-05-08,9714
2020-05-09,9716
2020-05-10,9722
2020-05-11,9725
2020-05-12,9732
2020-05-13,9738
2020-05-14,9750
2020-05-15,9760
2020-05-16,9764
2020-05-17,9767
2020-05-18,9780
2020-05-19,9782
2020-05-20,9786
2020-05-21,9788
2020-05-22,9791
2020-05-23,9796
2020-05-24,9801
2020-05-25,9811
2020-05-26,9820
2020-05-27,9822
2020-05-28,9827
2020-05-29,9835
2020-05-30,9836
2020-05-31,9838
2020-06-01,9848
2020-06-02,9850
2020-06-03,9856
2020-06-04,9861
2020-06-05,9867
2020-06-06,9921
2020-06-07,9931
2020-06-08,9940
2020-06-09,9951
2020-06-10,9955
2020-06-11,9961
2020-06-12,9965
2020-06-13,9968
2020-06-14,9970
2020-06-15,9976
2020-06-16,9989
2020-06-17,9995
2020-06-18,10000
2020-06-19,10009
2020-06-20,10013
2020-06-21,10016
2020-06-22,10019
2020-06-23,10038
2020-06-24,10056
2020-06-25,10075
2020-06-26,10090
2020-06-27,10095
2020-06-28,10098
2020-06-29,10111
2020-06-30,10116
2020-07-01,10124
2020-07-02,10127
2020-07-03,10133
2020-07-04,10134
2020-07-05,10144
2020-07-06,10150
2020-07-07,10152
2020-07-08,10161
2020-07-09,10167
2020-07-10,10179
2020-07-11,10196
2020-07-12,10198
2020-07-13,10200
2020-07-14,10204
2020-07-15,10211
2020-07-16,10216
2020-07-17,10220
2020-07-20,10226
2020-07-21,10229
2020-07-22,10231
2020-07-23,10232
2020-07-24,10233
2020-07-25,10243
2020-07-26,10253
2020-07-27,10260
2020-07-28,10264
2020-07-29,10267
2020-07-30,10273
2020-07-31,10284
2020-08-01,10289
2020-08-02,10294
2020-08-03,10300
2020-08-04,10309
2020-08-05,10313
2020-08-06,10317
2020-08-07,10323
2020-08-08,10326
2020-08-09,10332
2020-08-10,10333
2020-08-11,10337
2020-08-12,10339
2020-08-13,10343
2020-08-14,10348
2020-08-15,10352
2020-08-16,10356
2020-08-17,10360
2020-08-18,10364
2020-08-19,10376
2020-08-20,10383
2020-08-21,10388
2020-08-22,10399
2020-08-23,10402
2020-08-24,10410
2020-08-25,10412
2020-08-26,10418
2020-08-27,10426
2020-08-28,10430
2020-08-29,10438
2020-08-30,10444
2020-08-31,10449
2020-09-01,10452
2020-09-02,10458
2020-09-03,10464
2020-09-04,10470
2020-09-05,10471
2020-09-06,10472
2020-09-07,10473
2020-09-08,10479
2020-09-09,10480
2020-09-10,10481
2020-09-11,10488
2020-09-12,10491
2020-09-13,10496
2020-09-14,10499
2020-09-15,10504
2020-09-16,10511
2020-09-17,10517
2020-09-18,10521
2020-09-19,10522
2020-09-20,10523
2020-09-22,10526
2020-09-23,10532
2020-09-24,10536
2020-09-25,10539
2020-09-26,10543
2020-09-27,10545
2020-09-28,10556
2020-09-29,10560
2020-09-30,10563
2020-10-01,10569
2020-10-02,10578
2020-10-03,10581
2020-10-05,10585
2020-10-06,10592
2020-10-07,10598
2020-10-08,10604
2020-10-09,10613
2020-10-10,10616
2020-10-11,10623
2020-10-12,10627
2020-10-13,10628
2020-10-14,10632
2020-10-15,10634
2020-10-16,10636
2020-10-17,10640
2020-10-19,10647
2020-10-20,10656
2020-10-21,10659
2020-10-22,10663
2020-10-24,10664
2020-10-25,10666
2020-10-26,10670
2020-10-27,10673
2020-10-28,10677
2020-10-29,10679
2020-10-30,10682
2020-10-31,10683
2020-11-01,10688
2020-11-02,10700
2020-11-03,10710
2020-11-04,10715
2020-11-05,10722
2020-11-06,10726
2020-11-07,10730
2020-11-08,10734
2020-11-09,10743
2020-11-10,10748
2020-11-11,10751
2020-11-12,10756
2020-11-13,10764
2020-11-14,10765
2020-11-15,10767
2020-11-16,10772
2020-11-17,10777
2020-11-18,10779
2020-11-19,10782
2020-11-20,10794
2020-11-21,10795
2020-11-23,10800
2020-11-25,10807
2020-11-26,10812
2020-11-27,10817
2020-11-28,10818
2020-11-30,10820
2020-12-01,10826
2020-12-02,10831
2020-12-03,10833
2020-12-04,10834
2020-12-05,10836
2020-12-06,10838
2020-12-07,10839
2020-12-08,10840
2020-12-09,10843
2020-12-10,10847
2020-12-14,10850
2020-12-15,10856
2020-12-16,10860
2020-12-17,10867
2020-12-18,10870
2020-12-19,10873
2020-12-20,10876
2020-12-21,10881
2020-12-22,10886
2020-12-23,10889
2020-12-24,10890
2020-12-25,10891
2020-12-26,10892
2020-12-27,10893
2020-12-28,10894
2020-12-29,10896
2020-12-31,10898
2021-01-01,10901
2021-01-02,10902
2021-01-03,10903
2021-01-04,10907
2021-01-05,10913
2021-01-06,10919
2021-01-07,10920
2021-01-08,10924
2021-01-10,10928
2021-01-11,10931
2021-01-12,10935
2021-01-13,10938
2021-01-14,10943
2021-01-15,10944
2021-01-16,10946
2021-01-17,10948
2021-01-18,10954
2021-01-19,10961
2021-01-20,10964
2021-01-21,10971
2021-01-22,10981
2021-01-23,10982
2021-01-24,10986
2021-01-25,10993
2021-01-26,10997
2021-01-27,10999
2021-01-28,11004
2021-01-29,11011
2021-01-31,11016
2021-02-01,11026
2021-02-02,11030
2021-02-03,11034
2021-02-04,11039
2021-02-05,11042
2021-02-06,11063
2021-02-07,11066
2021-02-08,11074
2021-02-09,11082
2021-02-10,11092
2021-02-11,11100
2021-02-15,11106
2021-02-16,11109
2021-02-17,11114
2021-02-18,11119
2021-02-19,11127
2021-02-20,11132
2021-02-21,11134
2021-02-22,11137
2021-02-23,11141
2021-02-24,11145
2021-02-25,11156
2021-02-26,11159
2021-02-27,11160
2021-02-28,11161
2021-03-01,11168
2021-03-02,11170
2021-03-03,11173
2021-03-04,11175
2021-03-05,11179
2021-03-06,11181
2021-03-07,11188
2021-03-08,11193
2021-03-10,11194
2021-03-11,11197
2021-03-12,11199
2021-03-13,11202
2021-03-14,11204
2021-03-15,11207
2021-03-16,11215
2021-03-17,11219
2021-03-18,11226
2021-03-19,11235
2021-03-20,11240
2021-03-21,11244
2021-03-22,11251
2021-03-23,11256
2021-03-25,11258
2021-03-26,11259
2021-03-28,11260
2021-03-29,11261
2021-03-30,11263
2021-03-31,11273
2021-04-01,11275
2021-04-02,11278
2021-04-03,11281
2021-04-04,11282
2021-04-05,11284
2021-04-06,11285
2021-04-07,11288
2021-04-08,11294
2021-04-09,11298
2021-04-10,11299
2021-04-11,11301
2021-04-12,11307
2021-04-13,11318
2021-04-14,11319
2021-04-15,11321
2021-04-16,11322
2021-04-17,11326
2021-04-18,11331
2021-04-19,11335
2021-04-20,11343
2021-04-21,11348
2021-04-22,11351
2021-04-23,11357
2021-04-24,11360
2021-04-25,11365
2021-04-26,11373
2021-04-27,11374
2021-04-28,11380
2021-04-29,11385
2021-04-30,11386
2021-05-01,11389
2021-05-02,11390
2021-05-03,11395
2021-05-05,11399
2021-05-06,11401
2021-05-07,11402
2021-05-08,11404
2021-05-10,11407
2021-05-11,11412
2021-05-13,11414
2021-05-14,11416
2021-05-16,11417
2021-05-17,11422
2021-05-18,11424
2021-05-19,11425
2021-05-20,11427
2021-05-21,11429
2021-05-22,11430
2021-05-23,11432
2021-05-24,11433
2021-05-25,11434
2021-05-26,11436
2021-05-27,11446
2021-05-28,11454
2021-05-30,11456
2021-05-31,11460
2021-06-01,11464
2021-06-02,11470
2021-06-03,11479
2021-06-04,11480
2021-06-06,11482
2021-06-07,11485
2021-06-08,11491
2021-06-09,11495
2021-06-10,11501
2021-06-11,11502
2021-06-12,11503
2021-06-13,11504
2021-06-14,11509
2021-06-15,11513
2021-06-16,11517
2021-06-17,11527
2021-06-18,11531
2021-06-19,11532
2021-06-21,11538
2021-06-22,11547
2021-06-23,11555
2021-06-24,11559
2021-06-25,11566
2021-06-26,11607
2021-06-27,11611
2021-06-28,11617
2021-06-29,11622
2021-06-30,11627
2021-07-01,11628
2021-07-02,11637
2021-07-03,11651
2021-07-04,11653
2021-07-05,11656
2021-07-06,11660
2021-07-07,11662
2021-07-08,11664
2021-07-09,11667
2021-07-10,11675
2021-07-12,11680
2021-07-13,11687
2021-07-14,11690
2021-07-15,11695
2021-07-16,11698
2021-07-17,11702
2021-07-18,11706
2021-07-19,11710
2021-07-20,11714
2021-07-21,11718
2021-07-24,11722
2021-07-25,11723
2021-07-26,11728
2021-07-27,11736
2021-07-28,11740
2021-07-29,11741
2021-07-30,11744
2021-07-31,11748
2021-08-01,11751
2021-08-02,11754
2021-08-03,11757
2021-08-04,11762
2021-08-05,11766
2021-08-06,11772
2021-08-07,11774
2021-08-08,11784
2021-08-09,11786
2021-08-10,11793
2021-08-11,11796
2021-08-13,11800
2021-08-15,11806
2021-08-16,11807
2021-08-17,11809
2021-08-18,11817
2021-08-19,11819
2021-08-20,11828
2021-08-21,11834
2021-08-22,11839
2021-08-23,11847
2021-08-24,11850
2021-08-25,11861
2021-08-26,11869
2021-08-27,11881
2021-08-28,11890
2021-08-29,11891
2021-08-30,11894
2021-08-31,11900
2021-09-01,11909
2021-09-02,11914
2021-09-03,11922
2021-09-04,11926
2021-09-05,11930
2021-09-06,11936
2021-09-07,11941
2021-09-08,11957
2021-09-09,11961
2021-09-10,11969
2021-09-11,11972
2021-09-12,11976
2021-09-13,11983
2021-09-14,11993
2021-09-15,12003
2021-09-16,12009
2021-09-17,12014
2021-09-18,12017
2021-09-19,12021
2021-09-20,12026
2021-09-21,12032
2021-09-22,12038
2021-09-23,12051
2021-09-24,12057
2021-09-25,12060
2021-09-26,12062
2021-09-27,12074
2021-09-28,12082
2021-09-29,12091
2021-09-30,12094
2021-10-01,12104
2021-10-02,12107
2021-10-03,12110
2021-10-04,12113
2021-10-05,12117
2021-10-06,12126
2021-10-07,12135
2021-10-08,12141
2021-10-09,12144
2021-10-10,12147
2021-10-11,12149
2021-10-12,12157
2021-10-13,12159
2021-10-14,12165
2021-10-15,12172
2021-10-16,12179
2021-10-18,12185
2021-10-19,12186
2021-10-20,12188
2021-10-21,12197
2021-10-22,12206
2021-10-23,12227
2021-10-24,12235
2021-10-25,12242
2021-10-26,12253
2021-10-27,12262
2021-10-28,12268
2021-10-29,12277
2021-10-30,12282
2021-10-31,12286
2021-11-01,12288
2021-11-02,12295
2021-11-03,12302
2021-11-04,12310
2021-11-05,12317
2021-11-06,12324
2021-11-07,12339
2021-11-08,12345
2021-11-09,12353
2021-11-10,12363
2021-11-11,12371
2021-11-12,12376
2021-11-13,12382
2021-11-14,12385
2021-11-15,12394
2021-11-16,12395
2021-11-17,12400
2021-11-18,12404
2021-11-19,12410
2021-11-20,12412
2021-11-21,12425
2021-11-22,12432
2021-11-23,12446
2021-11-24,12453
2021-11-25,12458
2021-11-26,12466
2021-11-27,12469
2021-11-28,12473
2021-11-29,12480
2021-11-30,12492
2021-12-01,12498
2021-12-02,12506
2021-12-03,12508
2021-12-04,12513
2021-12-05,12517
2021-12-06,12526
2021-12-07,12530
2021-12-08,12535
2021-12-09,12539
2021-12-10,12547
2021-12-11,12552
2021-12-12,12555
2021-12-13,12558
2021-12-14,12561
2021-12-15,12569
2021-12-16,12572
2021-12-17,12582
2021-12-19,12585
2021-12-20,12594
2021-12-21,12605
2021-12-22,12611
2021-12-23,12616
2021-12-24,12620
2021-12-25,12622
2021-12-26,12626
2021-12-27,12630
2021-12-28,12631
2021-12-29,12634
2021-12-30,12635
2021-12-31,12638
2022-01-01,12640
2022-01-02,12643
2022-01-03,12647
2022-01-04,12650
2022-01-05,12654
2022-01-06,12657
2022-01-07,12665
2022-01-08,12669
2022-01-09,12674
2022-01-10,12685
2022-01-11,12692
2022-01-12,12694
2022-01-13,12701
2022-01-14,12706
2022-01-15,12713
2022-01-16,12714
2022-01-17,12719
2022-01-18,12723
2022-01-20,12732
2022-01-21,12738
2022-01-22,12741
2022-01-23,12742
2022-01-24,12752
2022-01-25,12757
2022-01-26,12761
2022-01-27,12766
2022-01-28,12772
2022-01-29,12779
2022-01-30,12784
2022-01-31,12786
2022-02-01,12793
2022-02-02,12796
2022-02-03,12798
2022-02-04,12807
2022-02-05,12810
2022-02-06,12812
2022-02-07,12819
2022-02-08,12827
2022-02-09,12831
2022-02-10,12838
2022-02-11,12843
2022-02-12,12850
2022-02-13,12855
2022-02-14,12862
2022-02-15,12872
2022-02-16,12880
2022-02-17,12889
2022-02-18,12901
2022-02-19,12905
2022-02-20,12912
2022-02-21,12919
2022-02-22,12925
2022-02-23,12933
2022-02-24,12940
2022-02-25,12945
2022-02-26,12952
2022-02-27,12953
2022-02-28,12961
2022-03-01,12972
2022-03-02,12979
2022-03-03,12997
2022-03-04,13005
2022-03-05,13008
2022-03-06,13014
2022-03-07,13026
2022-03-08,13032
2022-03-09,13037
2022-03-10,13045
2022-03-11,13056
2022-03-12,13089
2022-03-13,13097
2022-03-14,13111
2022-03-15,13117
2022-03-16,13128
2022-03-17,13136
2022-03-18,13144
2022-03-19,13150
2022-03-20,13154
2022-03-21,13158
2022-03-22,13162
2022-03-23,13167
2022-03-24,13177
2022-03-25,13185
2022-03-26,13194
2022-03-27,13196
2022-03-28,13204
2022-03-29,13208
2022-03-30,13213
2022-03-31,13220
2022-04-01,13229
2022-04-02,13235
2022-04-03,13244
2022-04-04,13249
2022-04-05,13256
2022-04-06,13262
2022-04-07,13267
2022-04-08,13276
2022-04-09,13284
2022-04-10,13289
2022-04-11,13294
2022-04-12,13303
2022-04-13,13305
2022-04-14,13311
2022-04-15,13313
2022-04-16,13315
2022-04-17,13319
2022-04-18,13323
2022-04-19,13326
2022-04-20,13331
2022-04-21,13335
2022-04-22,13346
2022-04-23,13349
2022-04-24,13355
2022-04-25,13356
2022-04-26,13360
2022-04-27,13367
2022-04-28,13370
2022-04-29,13378
2022-04-30,13380
2022-05-01,13382
2022-05-02,13385
2022-05-03,13391
2022-05-04,13397
2022-05-05,13404
2022-05-06,13407
2022-05-07,13410
2022-05-08,13418
2022-05-09,13422
2022-05-10,13428
2022-05-11,13432
2022-05-12,13448
2022-05-13,13454
2022-05-14,13456
2022-05-15,13459
2022-05-16,13467
2022-05-17,13476
2022-05-18,13478
2022-05-19,13487
2022-05-20,13494
2022-05-21,13496
2022-05-22,13497
2022-05-23,13500
2022-05-24,13504
2022-05-25,13515
2022-05-26,13521
2022-05-27,13524
2022-05-28,13526
2022-05-29,13528
2022-05-30,13535
2022-05-31,13543
2022-06-01,13549
2022-06-02,13554
2022-06-03,13560
2022-06-04,13564
2022-06-05,13566
2022-06-06,13571
2022-06-07,13581
2022-06-08,13583
2022-06-09,13587
2022-06-10,13596
2022-06-11,13603
2022-06-12,13606
2022-06-13,13611
2022-06-14,13625
2022-06-15,13638
2022-06-16,13656
2022-06-17,13661
2022-06-18,13667
2022-06-19,13675
2022-06-20,13685
2022-06-21,13697
2022-06-22,13705
2022-06-23,13716
2022-06-24,13719
2022-06-25,13721
2022-06-26,13723
2022-06-27,13735
2022-06-28,13743
2022-06-29,13754
2022-06-30,13765
2022-07-01,13768
2022-07-02,13773
2022-07-03,13777
2022-07-04,13781
2022-07-05,13783
2022-07-06,13790
2022-07-07,13796
2022-07-08,13806
2022-07-09,13811
2022-07-10,13813
2022-07-11,13817
2022-07-12,13819
2022-07-14,13820
2022-07-15,13823
2022-07-16,13841
2022-07-17,13845
2022-07-18,13846
2022-07-19,13863
2022-07-20,13869
2022-07-21,13875
2022-07-22,13881
2022-07-23,13883
2022-07-24,13885
2022-07-25,13893
2022-07-26,13905
2022-07-27,13910
2022-07-28,13915
2022-07-29,13926
2022-07-30,13930
2022-07-31,13933
2022-08-01,13940
2022-08-02,13946
2022-08-03,13959
2022-08-04,13969
2022-08-05,13978
2022-08-06,13984
2022-08-08,13990
2022-08-09,13996
2022-08-10,14002
2022-08-11,14004
2022-08-12,14006
2022-08-13,14011
2022-08-14,14012
2022-08-15,14014
2022-08-16,14017
2022-08-17,14019
2022-08-18,14024
2022-08-19,14025
2022-08-20,14037
2022-08-22,14042
2022-08-23,14051
2022-08-24,14060
2022-08-25,14065
2022-08-26,14073
2022-08-27,14077
2022-08-28,14080
2022-08-29,14087
2022-08-30,14088
2022-08-31,14090
2022-09-01,14092
2022-09-02,14117
2022-09-03,14123
2022-09-04,14131
2022-09-05,14137
2022-09-06,14148
2022-09-07,14161
2022-09-08,14167
2022-09-09,14175
2022-09-10,14179
2022-09-11,14181
2022-09-12,14184
2022-09-14,14189
2022-09-15,14194
2022-09-16,14202
2022-09-17,14204
2022-09-18,14207
2022-09-19,14213
2022-09-20,14223
2022-09-21,14228
2022-09-22,14230
2022-09-26,14240
2022-09-27,14243
2022-09-28,14249
2022-09-29,14258
2022-09-30,14263
2022-10-01,14264
2022-10-02,14269
2022-10-03,14272
2022-10-04,14276
2022-10-05,14284
2022-10-06,14287
2022-10-07,14292
2022-10-08,14296
2022-10-10,14309
2022-10-11,14311
2022-10-12,14315
2022-10-13,14322
2022-10-14,14327
2022-10-15,14333
2022-10-16,14335
2022-10-17,14339
2022-10-18,14346
2022-10-19,14349
2022-10-20,14352
2022-10-21,14356
2022-10-22,14358
2022-10-23,14362
2022-10-24,14371
2022-10-25,14374
2022-10-26,14379
2022-10-27,14384
2022-10-28,14389
2022-10-29,14394
2022-10-31,14398
2022-11-01,14407
2022-11-02,14413
2022-11-03,14423
2022-11-04,14428
2022-11-05,14432
2022-11-06,14434
2022-11-07,14443
2022-11-08,14449
2022-11-09,14454
2022-11-10,14464
2022-11-11,14471
2022-11-12,14474
2022-11-13,14477
2022-11-14,14487
2022-11-15,14509
2022-11-16,14517
2022-11-17,14522
2022-11-18,14527
2022-11-19,14528
2022-11-20,14530
2022-11-21,14534
2022-11-22,14539
2022-11-23,14548
2022-11-24,14555
2022-11-25,14570
2022-11-26,14572
2022-11-27,14574
2022-11-28,14579
2022-11-29,14584
2022-11-30,14590
2022-12-01,14601
2022-12-02,14607
2022-12-03,14609
2022-12-04,14611
2022-12-05,14615
2022-12-06,14621
2022-12-07,14628
2022-12-08,14634
2022-12-09,14646
2022-12-11,14647
2022-12-12,14656
2022-12-13,14660
2022-12-14,14663
2022-12-15,14665
2022-12-16,14670
2022-12-18,14671
2022-12-19,14675
2022-12-20,14676
2022-12-21,14678
2022-12-22,14683
2022-12-23,14684
2022-12-24,14686
2022-12-25,14689
2022-12-26,14690
2022-12-27,14691
2022-12-28,14695
2022-12-29,14698
2022-12-30,14702
2022-12-31,14704
2023-01-01,14708
2023-01-02,14715
2023-01-03,14719
2023-01-04,14725
2023-01-05,14734
2023-01-06,14742
2023-01-07,14746
2023-01-08,14751
2023-01-09,14759
2023-01-10,14764
2023-01-11,14774
2023-01-12,14795
2023-01-13,14800
2023-01-14,14802
2023-01-15,14803
2023-01-16,14808
2023-01-17,14813
2023-01-18,14819
2023-01-19,14825
2023-01-20,14832
2023-01-21,14833
2023-01-22,14834
2023-01-23,14843
2023-01-24,14849
2023-01-25,14854
2023-01-26,14862
2023-01-27,14865
2023-01-29,14866
2023-01-30,14874
2023-01-31,14879
2023-02-02,14881
2023-02-03,14883
2023-02-04,14887
2023-02-05,14889
2023-02-06,14898
2023-02-07,14904
2023-02-08,14908
2023-02-09,14915
2023-02-10,14919
2023-02-13,14923
2023-02-14,14929
2023-02-15,14937
2023-02-16,14939
2023-02-17,14941
2023-02-18,14943
2023-02-19,14946
2023-02-20,14949
2023-02-21,14951
2023-02-22,14956
2023-02-23,14972
2023-02-24,14983
2023-02-25,14987
2023-02-26,14989
2023-02-27,14998
2023-02-28,15002
2023-03-01,15010
2023-03-02,15016
2023-03-03,15019
2023-03-04,15021
2023-03-06,15026
2023-03-07,15032
2023-03-08,15039
2023-03-09,15049
2023-03-10,15066
2023-03-11,15070
2023-03-12,15074
2023-03-13,15085
2023-03-14,15093
2023-03-15,15103
2023-03-16,15113
2023-03-17,15123
2023-03-18,15129
2023-03-19,15130
2023-03-20,15139
2023-03-21,15144
2023-03-22,15156
2023-03-23,15162
2023-03-24,15171
2023-03-25,15172
2023-03-26,15174
2023-03-27,15180
2023-03-28,15199
2023-03-29,15208
2023-03-30,15214
2023-03-31,15221
2023-04-01,15228
2023-04-02,15232
2023-04-03,15250
2023-04-04,15259
2023-04-05,15269
2023-04-06,15273
2023-04-07,15283
2023-04-08,15290
2023-04-10,15297
2023-04-11,15306
2023-04-12,15315
2023-04-13,15318
2023-04-14,15328
2023-04-15,15331
2023-04-16,15333
2023-04-17,15343
2023-04-18,15348
2023-04-19,15357
2023-04-20,15365
2023-04-21,15378
2023-04-22,15384
2023-04-23,15388
2023-04-24,15397
2023-04-25,15402
2023-04-26,15403
2023-04-27,15405
2023-04-28,15409
2023-04-29,15413
2023-04-30,15415
2023-05-01,15419
2023-05-02,15421
2023-05-03,15424
2023-05-04,15426
2023-05-05,15433
2023-05-06,15435
2023-05-07,15438
2023-05-09,15440
2023-05-10,15444
2023-05-13,15446
2023-05-14,15450
2023-05-15,15456
2023-05-16,15465
2023-05-17,15469
2023-05-18,15472
2023-05-19,15474
2023-05-21,15478
2023-05-22,15480
2023-05-23,15481
2023-05-24,15487
2023-05-25,15494
2023-05-26,15496
2023-05-27,15497
2023-05-28,15502
2023-05-29,15504
2023-05-30,15507
2023-05-31,15517
2023-06-01,15527
2023-06-02,15531
2023-06-03,15534
2023-06-04,15538
2023-06-05,15543
2023-06-07,15549
2023-06-08,15556
2023-06-09,15561
2023-06-10,15562
2023-06-11,15563
2023-06-12,15570
2023-06-13,15572
2023-06-14,15577
2023-06-15,15584
2023-06-16,15585
2023-06-18,15590
2023-06-19,15599
2023-06-20,15613
2023-06-21,15626
2023-06-22,15638
2023-06-23,15652
2023-06-24,15656
2023-06-25,15657
2023-06-26,15664
2023-06-27,15670
2023-06-28,15674
2023-06-29,15681
2023-06-30,15685
2023-07-01,15687
2023-07-02,15690
2023-07-03,15694
2023-07-04,15697
2023-07-05,15705
2023-07-06,15712
2023-07-07,15717
2023-07-08,15720
2023-07-09,15723
2023-07-10,15727
2023-07-11,15730
2023-07-12,15735
2023-07-13,15740
2023-07-14,15743
2023-07-15,15744
2023-07-17,15748
2023-07-18,15753
2023-07-19,15756
2023-07-20,15759
2023-07-21,15761
2023-07-22,15763
2023-07-24,15768
2023-07-25,15771
2023-07-26,15777
2023-07-27,15784
2023-07-28,15790
2023-07-29,15797
2023-07-30,15799
